name,image_url,category,price,stock,description
Henley T-shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20211019/Bftc/616deab4aeb26901109b7c1f/-286Wx359H-441126948-black-MODEL.jpg,Men,599,100,Henley T-shirt with Patch Pocket
Flat-Front City Shorts with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/h6c/h1d/16641932328990/-286Wx359H-460611050-green-MODEL.jpg,Men,"1,599",100,Flat-Front City Shorts with Insert Pockets
Striped Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20210814/hkVt/6116bd727cdb8cb824f74df2/-286Wx359H-441123872-navy-MODEL.jpg,Men,999,100,Striped Shirt with Patch Pocket
Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20211103/2L33/618197e7f997ddf8f1f82875/-286Wx359H-441128205-white-MODEL.jpg,Men,"1,049",100,Shirt with Patch Pocket
Graphic Print Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20220510/eloF/627972d1f997dd03e29d4b06/-286Wx359H-464298919-white-MODEL.jpg,Men,999,100,Graphic Print Crew-Neck T-shirt
Printed Slim Fit Shirt,https://assets.ajio.com/medias/sys_master/root/20200821/AuHJ/5f3fed9bf997dd2277a3795a/-286Wx359H-460698877-black-MODEL.jpg,Men,"1,749",100,Printed Slim Fit Shirt
Slim Fit Cropped Chino Pants with Slip Pockets,https://assets.ajio.com/medias/sys_master/root/20210316/ynaP/6050ca22aeb269698187e862/-286Wx359H-441116324-beige-MODEL.jpg,Men,"1,299",100,Slim Fit Cropped Chino Pants with Slip Pockets
Printed Three-Fourth Shorts,https://assets.ajio.com/medias/sys_master/root/20210415/uO9X/60785f08aeb269a9e3928ede/-286Wx359H-441118457-offwhite-MODEL.jpg,Men,799,100,Printed Three-Fourth Shorts
Checked Slim Fit Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20210316/rUh5/6050cbfb7cdb8c1f1464ee48/-286Wx359H-460552772-brown-MODEL.jpg,Men,"1,749",100,Checked Slim Fit Shirt with Patch Pocket
Tapered Fit Flat-Front Trousers,https://assets.ajio.com/medias/sys_master/root/20210831/WIme/612d55c8f997ddce89b3cd8e/-286Wx359H-441124576-navy-MODEL.jpg,Men,"1,499",100,Tapered Fit Flat-Front Trousers
Crew-Neck Sleeveless T-shirt,https://assets.ajio.com/medias/sys_master/root/20211230/EkeT/61ccb476f997ddf8f16881b5/-286Wx359H-441129795-blue-MODEL.jpg,Men,499,100,Crew-Neck Sleeveless T-shirt
Fastdry Active Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20220125/V8y5/61eefb7eaeb2695cdd2adea2/-286Wx359H-441128501-olive-MODEL.jpg,Men,499,100,Fastdry Active Crew-Neck T-shirt
Brand Print V-neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20211230/OBxM/61ccb33aaeb26901102304ea/-286Wx359H-441243586-navy-MODEL.jpg,Men,599,100,Brand Print V-neck T-shirt
Checked Slim Fit Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20210316/RJ0U/6050cde37cdb8c1f1464f43e/-286Wx359H-460552773-gray-MODEL.jpg,Men,"1,749",100,Checked Slim Fit Shirt with Patch Pocket
Logo Print Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20220209/5rUc/6203dcaaaeb26921af90dd56/-286Wx359H-469083978-white-MODEL.jpg,Men,"1,099",100,Logo Print Crew-Neck T-shirt
Pack of 2 Briefs,https://assets.ajio.com/medias/sys_master/root/20210803/w5UV/61084314f997ddb31244a5b6/-286Wx359H-441127150-blackcharcoal-MODEL.jpg,Men,349,100,Pack of 2 Briefs
Slim Fit Flat-Front Chinos,https://assets.ajio.com/medias/sys_master/root/20220503/nbue/6270494af997dd03e28f9e2a/-286Wx359H-469135005-grey-MODEL.jpg,Men,"2,499",100,Slim Fit Flat-Front Chinos
Striped Shorts with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20210407/NaWh/606cb2b9aeb269a9e385e6d6/-286Wx359H-441119677-navy-MODEL.jpg,Men,899,100,Striped Shorts with Insert Pockets
Printed Saree With Blouse Blouse ,https://assets.ajio.com/medias/sys_master/root/20220513/Ch1i/627d70b3aeb26921af725a0f/-286Wx359H-464326259-red-MODEL.jpg,Women,"1,410",100,Printed Saree With Blouse Blouse 
Round-Neck Top with Tie-Ups,https://assets.ajio.com/medias/sys_master/root/20220512/Zmnf/627d1bbaaeb26921af705785/-286Wx359H-464321799-black-MODEL.jpg,Women,999,100,Round-Neck Top with Tie-Ups
Traditional Saree with Contrast Border,https://assets.ajio.com/medias/sys_master/root/20220512/4Y1M/627d1e09aeb26921af708e5c/-286Wx359H-464319401-orange-MODEL.jpg,Women,"2,799",100,Traditional Saree with Contrast Border
Embroidered Top with Ruffled Neck ,https://assets.ajio.com/medias/sys_master/root/20220512/olxZ/627c1e51f997dd03e2ab8fa2/-286Wx359H-464317830-blue-MODEL.jpg,Women,"2,999",100,Embroidered Top with Ruffled Neck 
Printed Traditional Saree with Blouse Piece  ,https://assets.ajio.com/medias/sys_master/root/20220512/xROS/627d1db3aeb26921af708716/-286Wx359H-464321600-pink-MODEL.jpg,Women,"2,799",100,Printed Traditional Saree with Blouse Piece  
Floral Print Boat Neck Top,https://assets.ajio.com/medias/sys_master/root/20220512/Uogu/627c1d67aeb26921af6a0e82/-286Wx359H-464317996-pink-MODEL.jpg,Women,"2,499",100,Floral Print Boat Neck Top
Banarasi Weave Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/NYl8/627d1ea5aeb26921af709bbd/-286Wx359H-464322155-pink-MODEL.jpg,Women,"1,599",100,Banarasi Weave Traditional Saree with Blouse Piece
Solid Straight Fit Pants,https://assets.ajio.com/medias/sys_master/root/20220511/6Mlb/627ba1c0f997dd03e2a8b6f9/-286Wx359H-464316580-pink-MODEL.jpg,Women,"1,999",100,Solid Straight Fit Pants
Jacquard Silk Traditional Saree    ,https://assets.ajio.com/medias/sys_master/root/20220513/2bQj/627d746eaeb26921af728c50/-286Wx359H-464324467-maroon-MODEL.jpg,Women,"16,339",100,Jacquard Silk Traditional Saree    
Printed Traditional Saree ,https://assets.ajio.com/medias/sys_master/root/20220512/in2k/627d200ff997dd03e2b2d9e9/-286Wx359H-464322278-red-MODEL.jpg,Women,"3,999",100,Printed Traditional Saree 
Printed Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220513/w0hy/627d712df997dd03e2b4b80d/-286Wx359H-464323570-green-MODEL.jpg,Women,"9,679",100,Printed Traditional Saree with Blouse Piece
Printed Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/2JnC/627d1d3eaeb26921af707c60/-286Wx359H-464321835-navy-MODEL.jpg,Women,"2,499",100,Printed Traditional Saree with Blouse Piece
Printed Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/ZzHY/627d1bfbf997dd03e2b27c15/-286Wx359H-464321730-purple-MODEL.jpg,Women,"2,999",100,Printed Traditional Saree with Blouse Piece
Jamdani Cotton Silk Saree  ,https://assets.ajio.com/medias/sys_master/root/20220513/qfr0/627d7684f997dd03e2b513fe/-286Wx359H-464306381-green-MODEL.jpg,Women,"3,499",100,Jamdani Cotton Silk Saree  
Floral Print Saree,https://assets.ajio.com/medias/sys_master/root/20220513/3ikV/627d76cbf997dd03e2b519ca/-286Wx359H-464325107-multi-MODEL.jpg,Women,"7,429",100,Floral Print Saree
Floral Print Cotton Saree,https://assets.ajio.com/medias/sys_master/root/20220512/bXxQ/627d1f19f997dd03e2b2c660/-286Wx359H-464322784-white-MODEL.jpg,Women,"2,499",100,Floral Print Cotton Saree
Printed Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/kPl8/627d1be9aeb26921af705cc4/-286Wx359H-464321659-navy-MODEL.jpg,Women,"2,999",100,Printed Traditional Saree with Blouse Piece
Sequence Work Slip-on Blouse,https://assets.ajio.com/medias/sys_master/root/20220513/tJZ6/627d764df997dd03e2b50f75/-286Wx359H-464325824-white-MODEL.jpg,Women,"2,631",100,Sequence Work Slip-on Blouse
Banarasi Weave Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/R3YE/627d1e52f997dd03e2b2b517/-286Wx359H-464322207-pink-MODEL.jpg,Women,"1,599",100,Banarasi Weave Traditional Saree with Blouse Piece
Embellished Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220513/xu6c/627d740df997dd03e2b4dfa1/-286Wx359H-464323935-green-MODEL.jpg,Women,"3,699",100,Embellished Straight Kurta
Banarasi Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/MwIK/627d1eebaeb26921af70a11a/-286Wx359H-464322137-grey-MODEL.jpg,Women,"3,399",100,Banarasi Traditional Saree with Blouse Piece
Tie & Dye Satin Saree with Belt,https://assets.ajio.com/medias/sys_master/root/20220512/EHfz/627d2010aeb26921af70b8f6/-286Wx359H-464322424-blue-MODEL.jpg,Women,"6,395",100,Tie & Dye Satin Saree with Belt
Solid Body Shaper,https://assets.ajio.com/medias/sys_master/root/20220512/HxzP/627d1ea6f997dd03e2b2bd1f/-286Wx359H-464322817-brown-MODEL.jpg,Women,899,100,Solid Body Shaper
Traditional Saree with Lace Border,https://assets.ajio.com/medias/sys_master/root/20220512/t9wH/627d1e6ef997dd03e2b2b76a/-286Wx359H-464321777-purple-MODEL.jpg,Women,"2,299",100,Traditional Saree with Lace Border
Jacquard Woven Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/ZGpN/627d20d5f997dd03e2b2eaa0/-286Wx359H-464322669-yellow-MODEL.jpg,Women,"2,199",100,Jacquard Woven Traditional Saree with Blouse Piece
Floral Woven Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220513/hfkt/627d61e8aeb26921af721261/-286Wx359H-464322207-yellow-MODEL.jpg,Women,"1,599",100,Floral Woven Traditional Saree
Traditional Saree with Lace Border,https://assets.ajio.com/medias/sys_master/root/20220512/POa3/627d205af997dd03e2b2dfe6/-286Wx359H-464321758-black-MODEL.jpg,Women,"2,299",100,Traditional Saree with Lace Border
Banarasi Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/P976/627d1dedf997dd03e2b2abf4/-286Wx359H-464322132-red-MODEL.jpg,Women,"2,199",100,Banarasi Traditional Saree with Blouse Piece
Embroidered Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220513/sqzZ/627d746ef997dd03e2b4e643/-286Wx359H-464323866-blue-MODEL.jpg,Women,"3,599",100,Embroidered Straight Kurta
Traditional Saree with Lace Border,https://assets.ajio.com/medias/sys_master/root/20220512/OSBO/627d1fa8aeb26921af70b132/-286Wx359H-464321747-navy-MODEL.jpg,Women,"2,299",100,Traditional Saree with Lace Border
Printed Traditional Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220513/ZO9V/627d7349f997dd03e2b4d3a0/-286Wx359H-464324022-purple-MODEL.jpg,Women,"5,999",100,Printed Traditional Saree with Tassels
Printed Chiffon Saree with Lace Border,https://assets.ajio.com/medias/sys_master/root/20220513/4nVU/627d74efaeb26921af729772/-286Wx359H-464324961-mustard-MODEL.jpg,Women,"7,229",100,Printed Chiffon Saree with Lace Border
Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/9r9l/627d1fd2aeb26921af70b441/-286Wx359H-464321700-yellow-MODEL.jpg,Women,"2,999",100,Traditional Saree with Blouse Piece
Printed Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/lTfl/627d1d29f997dd03e2b299c6/-286Wx359H-464321647-blue-MODEL.jpg,Women,"2,499",100,Printed Traditional Saree with Blouse Piece
Jacquard Woven Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/bBph/627d2143f997dd03e2b2f442/-286Wx359H-464322669-beige-MODEL.jpg,Women,"2,199",100,Jacquard Woven Traditional Saree with Blouse Piece
Paisley Woven Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220513/J8RD/627d72b2f997dd03e2b4cb16/-286Wx359H-464322695-navy-MODEL.jpg,Women,"2,399",100,Paisley Woven Traditional Saree
Traditional Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220513/0vC3/627d72fef997dd03e2b4ce05/-286Wx359H-464324110-mustard-MODEL.jpg,Women,"3,999",100,Traditional Saree with Tassels
Floral Woven Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220513/sQOW/627d7605aeb26921af72adf4/-286Wx359H-464322137-olive-MODEL.jpg,Women,"3,399",100,Floral Woven Traditional Saree
Banarasi Weave Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/j14h/627d1c9eaeb26921af706d32/-286Wx359H-464322264-red-MODEL.jpg,Women,"1,599",100,Banarasi Weave Traditional Saree with Blouse Piece
Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/ZCYX/627d1ef4aeb26921af70a203/-286Wx359H-464321991-navy-MODEL.jpg,Women,"2,299",100,Traditional Saree with Blouse Piece
Tie & Dye Satin Saree with Belt,https://assets.ajio.com/medias/sys_master/root/20220512/wJM4/627d1c18aeb26921af706128/-286Wx359H-464322348-multi-MODEL.jpg,Women,"6,395",100,Tie & Dye Satin Saree with Belt
Printed Cotton Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220513/1e7o/627d771ef997dd03e2b52087/-286Wx359H-464323987-grey-MODEL.jpg,Women,"5,759",100,Printed Cotton Saree with Tassels
Jacquard Woven Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/7B8r/627d1da1f997dd03e2b2a4ff/-286Wx359H-464322132-orange-MODEL.jpg,Women,"2,199",100,Jacquard Woven Traditional Saree with Blouse Piece
Solid Sports Leggings with Elasticated Waist,https://assets.ajio.com/medias/sys_master/root/20220512/mkAK/627d1c0df997dd03e2b27dd0/-286Wx359H-464321889-green-MODEL.jpg,Women,"2,199",100,Solid Sports Leggings with Elasticated Waist
Geometric Print Jacquard Saree,https://assets.ajio.com/medias/sys_master/root/20220513/UNsg/627d7a06aeb26921af730056/-286Wx359H-464325810-grey-MODEL.jpg,Women,"2,799",100,Geometric Print Jacquard Saree
Printed Border Saree,https://assets.ajio.com/medias/sys_master/root/20220513/chij/627d7402aeb26921af72850a/-286Wx359H-464326259-blue-MODEL.jpg,Women,"1,410",100,Printed Border Saree
Jamdani Cotton Silk Saree  ,https://assets.ajio.com/medias/sys_master/root/20220513/BPMN/627d6fc5aeb26921af72506b/-286Wx359H-464306381-grey-MODEL.jpg,Women,"3,499",100,Jamdani Cotton Silk Saree  
Striped Saree,https://assets.ajio.com/medias/sys_master/root/20220513/GVO6/627d74aff997dd03e2b4ec11/-286Wx359H-464323588-beige-MODEL.jpg,Women,"3,999",100,Striped Saree
Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220513/NSwN/627d75b0f997dd03e2b501e4/-286Wx359H-464319542-purple-MODEL.jpg,Women,"2,299",100,Traditional Saree
Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220513/xV3C/627d7684f997dd03e2b513f6/-286Wx359H-464317124-pink-MODEL.jpg,Women,"2,299",100,Traditional Saree
Jacquard Silk Traditional Saree     ,https://assets.ajio.com/medias/sys_master/root/20220513/zvEk/627d7779f997dd03e2b52844/-286Wx359H-464324875-blue-MODEL.jpg,Women,"15,279",100,Jacquard Silk Traditional Saree     
Floral Print Banarasi Saree,https://assets.ajio.com/medias/sys_master/root/20220512/GAVP/627d1fd2aeb26921af70b436/-286Wx359H-464321763-blue-MODEL.jpg,Women,"6,750",100,Floral Print Banarasi Saree
Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/fMhO/627d1e52f997dd03e2b2b514/-286Wx359H-464322282-pink-MODEL.jpg,Women,"2,299",100,Traditional Saree with Blouse Piece
Printed Traditional Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220513/h0oV/627d74a6aeb26921af72913c/-286Wx359H-464323991-teal-MODEL.jpg,Women,"5,999",100,Printed Traditional Saree with Tassels
Embellished Chiffon Saree,https://assets.ajio.com/medias/sys_master/root/20220530/6nNw/6294916ff997dd03e2446707/-286Wx359H-464325606-red-MODEL.jpg,Women,"6,485",100,Embellished Chiffon Saree
Blackberry Cotton Silk With Zari Traditional Saree With Blouse Piece ,https://assets.ajio.com/medias/sys_master/root/20220512/6rdS/627d20c2f997dd03e2b2e8e3/-286Wx359H-464322790-multi-MODEL.jpg,Women,"3,699",100,Blackberry Cotton Silk With Zari Traditional Saree With Blouse Piece 
Printed Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/MTve/627d1f6caeb26921af70ac22/-286Wx359H-464321700-orange-MODEL.jpg,Women,"2,999",100,Printed Traditional Saree with Blouse Piece
Zaro Woven Traditional Saree with Tassels ,https://assets.ajio.com/medias/sys_master/root/20220513/SHNp/627d7732aeb26921af72c578/-286Wx359H-464324031-navy-MODEL.jpg,Women,"5,999",100,Zaro Woven Traditional Saree with Tassels 
Cotton Silk Weave Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/0tL3/627d2138aeb26921af70d0e1/-286Wx359H-464322717-magenta-MODEL.jpg,Women,"2,886",100,Cotton Silk Weave Saree with Blouse Piece
Jacquard Silk Traditional Saree   ,https://assets.ajio.com/medias/sys_master/root/20220513/EWo8/627d761ef997dd03e2b50b49/-286Wx359H-464324379-gold-MODEL.jpg,Women,"9,019",100,Jacquard Silk Traditional Saree   
Sequence Work Slip-on Blouse,https://assets.ajio.com/medias/sys_master/root/20220513/LQhZ/627d78a6f997dd03e2b5426c/-286Wx359H-464325750-beige-MODEL.jpg,Women,"1,574",100,Sequence Work Slip-on Blouse
Printed Saree with Gota Patti Work,https://assets.ajio.com/medias/sys_master/root/20220513/NCRK/627d76b1f997dd03e2b517b9/-286Wx359H-464324332-green-MODEL.jpg,Women,"2,999",100,Printed Saree with Gota Patti Work
Cotton Silk Weave Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/Hyvr/627d1faef997dd03e2b2d228/-286Wx359H-464322695-green-MODEL.jpg,Women,"2,399",100,Cotton Silk Weave Saree with Blouse Piece
Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220513/wZPV/627d60eff997dd03e2b45ade/-286Wx359H-464318859-pink-MODEL.jpg,Women,"2,299",100,Traditional Saree
Jacquard Woven Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/DlL9/627d1f47aeb26921af70a91e/-286Wx359H-464322207-green-MODEL.jpg,Women,"1,599",100,Jacquard Woven Traditional Saree with Blouse Piece
Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220513/lOVW/627d75ddf997dd03e2b505db/-286Wx359H-464317233-blue-MODEL.jpg,Women,"2,499",100,Traditional Saree
Floral Printed Cotton Blend Zari Border Saree With Blouse Piece ,https://assets.ajio.com/medias/sys_master/root/20220512/fGQp/627d20dcaeb26921af70c998/-286Wx359H-464322824-black-MODEL.jpg,Women,"3,699",100,Floral Printed Cotton Blend Zari Border Saree With Blouse Piece 
Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/c3vy/627cf454f997dd03e2b1414c/-286Wx359H-464321644-pink-MODEL.jpg,Women,"2,799",100,Traditional Saree with Blouse Piece
Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220513/pxe0/627d7349f997dd03e2b4d3ab/-286Wx359H-464322271-maroon-MODEL.jpg,Women,"2,499",100,Traditional Saree
Jacquard Woven Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/hXmz/627d2046f997dd03e2b2de2d/-286Wx359H-464322132-navy-MODEL.jpg,Women,"2,199",100,Jacquard Woven Traditional Saree with Blouse Piece
Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220512/Muak/627d4a6faeb26921af71b48a/-286Wx359H-464316987-peach-MODEL.jpg,Women,"2,099",100,Traditional Saree
Printed Traditional Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220513/Xleq/627d73e3f997dd03e2b4dcdb/-286Wx359H-464323975-yellow-MODEL.jpg,Women,"5,999",100,Printed Traditional Saree with Tassels
Printed Traditional Saree with Zari Accent ,https://assets.ajio.com/medias/sys_master/root/20220512/MEuQ/627d1d6af997dd03e2b2a026/-286Wx359H-464322246-maroon-MODEL.jpg,Women,"2,299",100,Printed Traditional Saree with Zari Accent 
Solid Ankle Length Jeans,https://assets.ajio.com/medias/sys_master/root/20220512/Jq8Z/627d1e64f997dd03e2b2b6a2/-286Wx359H-464322429-black-MODEL.jpg,Women,"1,999",100,Solid Ankle Length Jeans
Floral Woven Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220512/nFdh/627d2107f997dd03e2b2ef5b/-286Wx359H-464323085-grey-MODEL.jpg,Women,"2,299",100,Floral Woven Traditional Saree
Printed Traditional Saree ,https://assets.ajio.com/medias/sys_master/root/20220512/cFVM/627d2063aeb26921af70bfa2/-286Wx359H-464322283-red-MODEL.jpg,Women,"2,499",100,Printed Traditional Saree 
Solid Ankle Length  Jeans,https://assets.ajio.com/medias/sys_master/root/20220512/athB/627d1e65aeb26921af709642/-286Wx359H-464322492-grey-MODEL.jpg,Women,"1,999",100,Solid Ankle Length  Jeans
Sleeveless Sheath Dress with Slit,https://assets.ajio.com/medias/sys_master/root/20220512/PM6m/627d1cc4f997dd03e2b29032/-286Wx359H-464321581-green-MODEL.jpg,Women,"1,299",100,Sleeveless Sheath Dress with Slit
Zaro Woven Traditional Saree with Tassels ,https://assets.ajio.com/medias/sys_master/root/20220513/ZSyQ/627d7621aeb26921af72b027/-286Wx359H-464324013-red-MODEL.jpg,Women,"5,999",100,Zaro Woven Traditional Saree with Tassels 
Floral Woven Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220513/8fia/627d77a2aeb26921af72ceee/-286Wx359H-464322725-pink-MODEL.jpg,Women,"1,776",100,Floral Woven Traditional Saree
Floral Embroidered Traditional Organza Saree ,https://assets.ajio.com/medias/sys_master/root/20220512/fw6J/627d1d32f997dd03e2b29a7b/-286Wx359H-464322387-pink-MODEL.jpg,Women,"7,995",100,Floral Embroidered Traditional Organza Saree 
Printed Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/i8hV/627d1be0aeb26921af705bd2/-286Wx359H-464321730-yellow-MODEL.jpg,Women,"2,999",100,Printed Traditional Saree with Blouse Piece
Floral Woven Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220512/sx7S/627cc63baeb26921af6d92a0/-286Wx359H-464319027-green-MODEL.jpg,Women,"2,799",100,Floral Woven Traditional Saree with Blouse Piece
Floral Woven Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220512/JJQt/627cc61aaeb26921af6d91cc/-286Wx359H-464318966-magenta-MODEL.jpg,Women,"2,499",100,Floral Woven Traditional Saree
Traditional Saree with Contrast Border ,https://assets.ajio.com/medias/sys_master/root/20220513/EK0G/627d76cbf997dd03e2b519ba/-286Wx359H-464323756-red-MODEL.jpg,Women,"2,499",100,Traditional Saree with Contrast Border 
Traditional Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220513/7olH/627d77acaeb26921af72d01b/-286Wx359H-464324089-black-MODEL.jpg,Women,"3,999",100,Traditional Saree with Tassels
Printed Traditional Saree ,https://assets.ajio.com/medias/sys_master/root/20220513/6Bzq/627d7451aeb26921af728abc/-286Wx359H-464326182-peach-MODEL.jpg,Women,"5,999",100,Printed Traditional Saree 
Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220513/bvIo/627d61c6aeb26921af721109/-286Wx359H-464322274-blue-MODEL.jpg,Women,"2,999",100,Traditional Saree
Bhandini Print Unstitched Dress Material with Mask,https://assets.ajio.com/medias/sys_master/root/20220512/MUP1/627d1fc6aeb26921af70b38f/-286Wx359H-464322303-navy-MODEL.jpg,Women,"4,395",100,Bhandini Print Unstitched Dress Material with Mask
Embellished Saree with Contrast Border,https://assets.ajio.com/medias/sys_master/root/20220513/e7CK/627d7906aeb26921af72ebba/-286Wx359H-464325649-green-MODEL.jpg,Women,"7,429",100,Embellished Saree with Contrast Border
Leaf Print Saree with Blouse Piece ,https://assets.ajio.com/medias/sys_master/root/20220513/RNrv/627d7312aeb26921af727690/-286Wx359H-464326264-purple-MODEL.jpg,Women,"4,199",100,Leaf Print Saree with Blouse Piece 
Textured Slim Fit Strappy Top,https://assets.ajio.com/medias/sys_master/root/20220602/McOW/6297d0f2f997dd03e25ab860/-286Wx359H-464423420-mustard-MODEL.jpg,Women,"1,298",100,Textured Slim Fit Strappy Top
Strappy Bodycon Dress,https://assets.ajio.com/medias/sys_master/root/20220526/zDLA/628e93f7aeb26921afd908e3/-286Wx359H-464384542-black-MODEL.jpg,Women,"1,999",100,Strappy Bodycon Dress
Embroidered Top with Skirt Set,https://assets.ajio.com/medias/sys_master/root/20220506/J4pz/6274fe8caeb26921af58f7b3/-286Wx359H-464291563-red-MODEL.jpg,Women,"3,698",100,Embroidered Top with Skirt Set
Striped Top with Palazzos Set,https://assets.ajio.com/medias/sys_master/root/20220108/fzHB/61d8b3d4f997dd662316c063/-286Wx359H-463625073-grey-MODEL.jpg,Women,"2,798",100,Striped Top with Palazzos Set
Round-Neck Bodycon Dress,https://assets.ajio.com/medias/sys_master/root/20220331/7D7f/6244c0e2aeb26921af02455f/-286Wx359H-464096815-black-MODEL.jpg,Women,"3,000",100,Round-Neck Bodycon Dress
 Straight Fit Palazzo Pant ,https://assets.ajio.com/medias/sys_master/root/20220526/E5qS/628e9cc2f997dd03e22997e2/-286Wx359H-464388015-blue-MODEL.jpg,Women,"1,998",100, Straight Fit Palazzo Pant 
Leaf Print Fit & Flare Dress,https://assets.ajio.com/medias/sys_master/root/20220324/ZXnj/623c62fdaeb26921aff04913/-286Wx359H-463728267-blue-MODEL.jpg,Women,"3,698",100,Leaf Print Fit & Flare Dress
Tie & Dye Print A-line Dress with Tie-Up,https://assets.ajio.com/medias/sys_master/root/20211012/3XDJ/61655117f997dd3ed46b86cd/-286Wx359H-462895724-multi-MODEL.jpg,Women,"1,999",100,Tie & Dye Print A-line Dress with Tie-Up
Round-Neck A-line Dress,https://assets.ajio.com/medias/sys_master/root/20210902/xaCn/61302d20aeb269a26887188d/-286Wx359H-462891328-green-MODEL.jpg,Women,"2,900",100,Round-Neck A-line Dress
Animal Print V-neck Tiered Dress,https://assets.ajio.com/medias/sys_master/root/20210831/pGWg/612d5d1baeb269a268848e61/-286Wx359H-462882917-black-MODEL.jpg,Women,"3,000",100,Animal Print V-neck Tiered Dress
Graphic Printed Jumpsuit,https://assets.ajio.com/medias/sys_master/root/20220328/1z5T/6241ca06f997dd03e235d486/-286Wx359H-464075952-white-MODEL.jpg,Women,"2,499",100,Graphic Printed Jumpsuit
Striped Crop Woven Top,https://assets.ajio.com/medias/sys_master/root/20220526/XZB3/628e9414f997dd03e228cbf6/-286Wx359H-464387066-green-MODEL.jpg,Women,"1,298",100,Striped Crop Woven Top
Slim Fit Strappy Crop Top,https://assets.ajio.com/medias/sys_master/root/20220528/Oo1l/62913931aeb26921afed9961/-286Wx359H-464396459-red-MODEL.jpg,Women,"1,298",100,Slim Fit Strappy Crop Top
Dobby Flared Skirt,https://assets.ajio.com/medias/sys_master/root/20220527/2tOl/628fea53aeb26921afe44782/-286Wx359H-464391091-mustard-MODEL.jpg,Women,"1,998",100,Dobby Flared Skirt
